concept	facet	property	facet_property	cluster_label
aerials	function	stream data	function: stream data	746
synchronized platform	implementation	network-based	implementation: network-based	746
synchronized platform	technology	cloud-based	technology: cloud-based	746
synchronized platform	application	document sharing	application: document sharing	746
synchronized platform	use cases	data sharing	use cases: data sharing	746
trap	used by	animals	used by: animals	747
trap	used by	animal	used by: animal	747
keelboat	used by	individual	used by: individual	748
trap	used by	human	used by: human	748
trap	used by	humans	used by: humans	748
trampoline	used by	adults	used by: adults	748
pommel horse	equipment	gym equipment	equipment: gym equipment	749
horizontal bar	function	gym equipment	function: gym equipment	749
artistic gymnastics	equipment	floor exercise	equipment: floor exercise	749
breaststroke	used for	fitness exercise	used for: fitness exercise	749
floor exercise	used for	fitness exercise	used for: fitness exercise	749
parallel bars	gym equipment	fitness	gym equipment: fitness	749
uneven bars	used for	fitness routine	used for: fitness routine	749
parallel bars	equipment	gym equipment	equipment: gym equipment	749
moguls	associated with	adrenaline junkies	associated with: adrenaline junkies	749
parallel bars	related to	exercise routine	related to: exercise routine	749
trampoline	used for	exercising	used for: exercising	749
pommel horse	used for	exercising	used for: exercising	749
balance beam	used for	exercise	used for: exercise	749
floor exercise	used for	physical fitness	used for: physical fitness	749
trampoline	found in	gym	found in: gym	749
gymnastics team competition	equipment	floor exercise equipment	equipment: floor exercise equipment	749
parallel bars	equipment	gym	equipment: gym	749
hurdles	found in	gym	found in: gym	749
parallel bars	found in	home gym	found in: home gym	749
parallel bars	found in	fitness center	found in: fitness center	749
cycling	popular for	fitness	popular for: fitness	749
parallel bars	gym equipment	gym	gym equipment: gym	749
volleyball	used for	exercise	used for: exercise	749
backstroke	used for	exercise	used for: exercise	749
parallel bars	used for	exercise	used for: exercise	749
breaststroke	used for	exercising	used for: exercising	749
parallel bars	used in	fitness training	used in: fitness training	749
hurdles	used for	training exercise	used for: training exercise	749
uneven bars	used for	training exercise	used for: training exercise	749
parallel bars	equipment	exercise machine	equipment: exercise machine	749
pommel horse	equipment	exercise	equipment: exercise	749
skating	used for	fitness	used for: fitness	749
cycling	popular among	fitness enthusiasts	popular among: fitness enthusiasts	749
pommel horse	used for	exercise routine	used for: exercise routine	749
parallel bars	type	exercise machine	type: exercise machine	749
volleyball	used for	fitness	used for: fitness	749
skating	popular for	exercise	popular for: exercise	749
horizontal bar	type	gym equipment	type: gym equipment	749
parallel bars	exercise type	pull-up	exercise type: pull-up	749
trampoline	used for	fitness	used for: fitness	749
pommel horse	equipment	gym	equipment: gym	749
gymnastics team competition	equipment used	floor exercise	equipment used: floor exercise	749
gymnast	equipment used	floor exercise	equipment used: floor exercise	749
breaststroke	used for	exercise	used for: exercise	749
horizontal bar	used for	exercise	used for: exercise	749
horizontal bar	found in	gym	found in: gym	749
pommel horse	training tool	exercise routine	training tool: exercise routine	749
parallel bars	related to	fitness	related to: fitness	749
horizontal bar	common use	home workout	common use: home workout	749
balance beam	used for	fitness training	used for: fitness training	749
cycling road	purpose	for exercise	purpose: for exercise	749
parallel bars	used for	strength training	used for: strength training	749
parallel bars	gym equipment	bars	gym equipment: bars	749
parallel bars	type	gym equipment	type: gym equipment	749
parallel bars	usage	home workout	usage: home workout	749
parallel bars	gym equipment	bar	gym equipment: bar	749
parallel bars	used for	upper body exercise	used for: upper body exercise	749
uneven bars	used for	fitness routines	used for: fitness routines	749
parallel bars	found in	gym	found in: gym	749
gymnastics team competition	equipment	floor exercise	equipment: floor exercise	749
track and field	equipment	treadmill	equipment: treadmill	749
athletics	equipment	treadmill	equipment: treadmill	749
parallel bars	gym equipment	exercise	gym equipment: exercise	749
pommel horse	type	exercise tool	type: exercise tool	749
cycling track	used for	racing	used for: racing	750
keelboat	used for	racing	used for: racing	750
cycling track	purpose	for racing	purpose: for racing	750
skiff	used in	racing events	used in: racing events	750
speed skating	track	racing	track: racing	750
skiff	usage	racing	usage: racing	750
heavyweight dinghy	used for	racing	used for: racing	750
bobsleigh	used for	racing	used for: racing	750
keelboat	usage	racing	usage: racing	750
dinghy	usage	racing	usage: racing	750
cycling road	usage	used for racing	usage: used for racing	750
dinghy	use	racing	use: racing	750
keelboat	use	racing	use: racing	750
heavyweight dinghy	use	racing	use: racing	750
cycling track	use	racing	use: racing	750
skiff	used for	racing	used for: racing	750
snowboard	used for	racing	used for: racing	750
cycling road	used for	racing	used for: racing	750
balance beam	used for	exercises	used for: exercises	751
weightlifting	safety considerations	warm-up	safety considerations: warm-up	751
parallel bars	equipment	training	equipment: training	751
pommel horse	equipment	training	equipment: training	751
parallel bars	used for exercises	ring swings	used for exercises: ring swings	751
springboard	used for	training	used for: training	751
parallel bars	used for	training	used for: training	751
cycling road	used for	training	used for: training	751
pommel horse	used for	training	used for: training	751
pommel horse	purpose	enhancing technique	purpose: enhancing technique	751
uneven bars	used for	exercises	used for: exercises	751
parallel bars	type	training tool	type: training tool	751
pommel horse	type	training tool	type: training tool	751
hurdles	used for	warm-up	used for: warm-up	751
balance beam	used for	training for olympics	used for: training for olympics	751
pommel horse	used in	training exercises	used in: training exercises	751
cycling track	used for	training	used for: training	751
uneven bars	used for	training exercises	used for: training exercises	751
parallel bars	description	used for exercises	description: used for exercises	751
pommel horse	used for	training exercises	used for: training exercises	751
hurdles	used for	training	used for: training	751
balance beam	used for	training	used for: training	751
trampoline	used for	training	used for: training	751
uneven bars	used for	training	used for: training	751
snowboard cross	event	obstacles	event: obstacles	752
hurdles	used in	obstacle course	used in: obstacle course	752
hurdles	use	obstacle course	use: obstacle course	752
hurdles	used for	obstacle course	used for: obstacle course	752
freestyle skiing	training	obstacle course	training: obstacle course	752
track and field	equipment	starting blocks	equipment: starting blocks	752
giant slalom	course	obstacles	course: obstacles	752
hurdles	purpose	obstacle course	purpose: obstacle course	752
hurdles	location	obstacle course	location: obstacle course	752
keelboat	type	recreational vessel	type: recreational vessel	753
dinghy	use	recreational sailing	use: recreational sailing	753
dinghy	category	recreational vessel	category: recreational vessel	753
heavyweight dinghy	purpose	recreational sailing	purpose: recreational sailing	753
keelboat	used by	sailing club	used by: sailing club	753
skiff	usage	recreational sailing	usage: recreational sailing	753
skiff	used for	recreational boating	used for: recreational boating	753
heavyweight dinghy	used for	recreational sailing	used for: recreational sailing	753
dinghy	used for	rowing	used for: rowing	753
heavyweight dinghy	used for	sailing competitions	used for: sailing competitions	753
sailing	equipment needed	sail	equipment needed: sail	753
dinghy	used for	water sports	used for: water sports	753
heavyweight dinghy	used for	ocean racing	used for: ocean racing	753
springboard	usage	water sports	usage: water sports	753
springboard	used for	water sports	used for: water sports	753
heavyweight dinghy	used for	competitive sailing	used for: competitive sailing	753
aquatics	related to	water sports	related to: water sports	753
keelboat	used for	recreational sailing	used for: recreational sailing	753
windsurfer	equipment	windsurfing board	equipment: windsurfing board	753
heavyweight dinghy	type	recreational vessel	type: recreational vessel	753
downhill	used for	biking	used for: biking	754
cycling track	used for	amateur cycling	used for: amateur cycling	754
downhill	used for	cycling	used for: cycling	754
cycling road	purpose	for cycling	purpose: for cycling	754
cycling track	used for	professional cycling	used for: professional cycling	754
